Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
8,1,0,1,0,0,19,8,7,14.7314285714285,8,7,14.7314285714285,3
1,1,0,1,0,0,18,0,0,0,0,0,0,3
4,1,0,1,0,0,21,13,13,13.6153846153846,12,12,14.25,3
12,0,0,1,0,0,27,5,5,15.8,5,5,14.8,3
8,0,0,1,0,0,19,6,6,14.6666666666666,6,6,14.5714285714285,3
12,0,0,1,0,0,25,5,0,0,5,0,0,1
1,1,0,1,0,1,18,8,7,14.6542857142857,8,7,14.6542857142857,3
12,0,0,1,0,0,24,8,7,12.4014285714285,8,7,12.4014285714285,3
1,1,0,1,0,0,20,7,7,11.5875,8,7,14.0714285714285,3
4,0,0,1,0,0,26,5,5,14,5,5,15.6,3
1,1,0,1,0,1,20,6,6,12.3333333333333,6,6,11.8333333333333,3
1,0,0,1,0,0,18,5,5,14,5,5,15.4,3
1,1,0,1,0,0,19,6,6,15.2307692307692,6,6,12.375,3
1,1,0,1,0,0,23,6,5,11.6,6,3,11,1
1,1,0,1,0,1,18,7,6,11.6,7,6,11.6,3
1,0,0,1,0,0,18,7,0,0,8,0,0,1
1,0,0,1,0,1,19,7,7,12.9014285714285,8,8,13.0944444444444,3
13,0,0,1,0,0,30,7,7,14.1428571428571,5,5,14.8,3
15,1,0,1,0,0,29,6,0,0,6,0,0,1
1,1,0,1,0,0,19,8,8,13.25375,8,8,13.25375,3
8,1,0,1,0,0,20,7,7,13.7857142857142,8,8,14.1,3
1,0,0,1,0,0,20,7,6,13.9166666666666,7,6,13.9166666666666,3
1,1,0,1,0,0,19,6,6,13.5,6,6,13.5714285714285,3
8,1,0,1,0,0,20,5,3,11.3333333333333,5,2,10.6666666666666,2
1,1,0,1,0,0,21,5,0,0,5,0,0,1
8,0,0,1,0,0,19,6,5,11.5,6,4,14.6,3
1,1,0,1,0,1,18,8,7,12.0828571428571,8,7,12.0828571428571,3
12,0,0,1,0,1,27,6,6,11.8333333333333,6,5,12.8,3
8,1,0,1,0,1,19,5,5,13.4,5,5,12.4,3
1,0,0,1,0,1,19,7,0,0,7,0,0,1
1,1,0,1,0,0,19,6,5,14.2,6,6,14.5714285714285,3
1,1,0,1,0,1,18,8,7,13.8142857142857,8,7,13.8142857142857,3
8,0,0,1,0,1,20,6,4,11.25,6,6,10.5,2
1,0,0,1,0,1,18,6,6,14.5,6,6,13.6666666666666,3
1,1,0,1,0,0,19,6,0,0,6,0,0,1
12,1,0,1,0,0,36,7,6,11.3,7,6,11.3,3
14,0,0,1,0,0,18,2,0,0,4,1,16,2
14,1,1,1,0,0,18,5,1,12,5,3,12,2
8,1,0,1,0,0,19,8,7,12.3,8,7,12.3,3
1,1,0,1,0,1,18,8,7,12.6942857142857,8,7,12.6942857142857,3
8,0,0,1,0,0,18,5,4,11,5,4,11,3
1,1,0,1,0,1,19,6,6,13,6,6,14.1666666666666,3
1,0,0,1,0,1,19,7,7,14.4125,8,8,16.05,3
1,1,0,1,0,0,18,7,7,12.92875,8,8,14.0625,1
1,1,0,1,0,0,20,6,6,13.3333333333333,6,5,12.8,3
1,1,0,1,0,1,20,6,5,12.8,6,5,12.8,2
9,1,0,1,0,0,20,8,7,14.4028571428571,8,7,14.4028571428571,3
1,1,0,1,0,1,18,8,7,13.3814285714285,8,7,13.3814285714285,3
1,1,0,1,0,0,18,7,7,14.13125,8,8,13.98375,3
8,0,0,1,0,0,19,5,5,11.7142857142857,5,5,12.6,3
1,1,0,1,0,0,19,5,5,11.8,5,4,11.25,2
12,0,0,1,0,0,44,6,6,11.1666666666666,6,2,11,3
4,0,0,1,0,0,32,6,0,0,6,0,0,1
14,0,0,1,0,0,22,6,5,13.6,6,5,12,1
12,1,0,1,0,0,36,12,12,13.8461538461538,12,11,14.090909090909,3
8,0,0,1,0,1,18,6,6,12.5,6,6,13.3333333333333,3
1,1,0,1,0,0,20,5,5,16.4,5,5,14.6,3
16,0,0,1,0,1,20,11,11,13.8181818181818,11,11,13.4545454545454,3
8,0,0,1,0,0,19,6,5,10.6,6,4,10.5,3
12,1,1,1,0,0,24,5,5,10.2,5,5,12.2,3
8,0,0,1,0,0,20,6,5,10.6,6,4,10.4,2
14,0,0,1,0,0,27,10,9,11.4444444444444,11,5,10.8,1
1,1,0,1,0,0,20,6,5,14.3333333333333,8,8,12.625,2
14,0,0,1,0,1,23,16,16,13,13,13,13.2666666666666,3
1,1,0,1,0,1,18,8,8,13.31,8,8,13.31,3
8,1,0,1,0,1,18,6,5,10.5714285714285,6,5,12.2,3
8,1,0,1,0,1,20,8,7,13.4871428571428,8,7,13.4871428571428,3
1,0,0,1,0,1,20,6,6,12.3333333333333,6,6,11.8333333333333,3
1,0,0,1,0,0,23,6,6,11.875,6,5,12.8333333333333,1
1,1,0,1,0,0,20,7,6,13.9666666666666,7,6,13.9666666666666,3
12,1,0,0,0,0,28,5,0,0,5,0,0,1
1,1,0,1,0,0,21,5,4,11.5,5,5,12.8,3
1,1,0,1,0,0,21,2,2,12.5,7,0,0,1
4,0,0,1,0,0,28,7,0,0,8,0,0,1
1,0,0,1,0,0,18,7,6,11.98,8,7,13.225,3
8,1,0,1,0,1,21,6,5,13.2,6,5,11.8,2
1,0,0,1,0,0,19,7,6,11.6142857142857,8,8,14.0375,3
9,1,0,1,0,1,18,8,7,14.3142857142857,8,7,14.3142857142857,3
1,0,0,1,0,0,19,7,0,0,8,0,0,1
15,0,0,1,0,0,20,6,6,12.6666666666666,6,2,13,2
1,1,0,1,0,1,20,7,6,12.7666666666666,8,7,12.1285714285714,3
8,0,0,1,0,1,18,6,6,12.6666666666666,6,5,12.2,3
14,1,0,1,0,0,20,6,6,11.5,6,4,10.5714285714285,1
12,0,0,1,0,0,31,6,5,11.4,6,4,11.75,1
8,1,0,1,0,1,19,7,7,14.70625,8,8,14.4775,3
1,1,0,1,0,1,19,7,6,11.8142857142857,8,7,13.5428571428571,3
1,0,0,1,0,0,23,6,6,13,6,6,11.875,3
1,0,0,1,0,0,19,6,6,14.8571428571428,6,6,13.3333333333333,3
1,1,0,1,0,0,20,7,6,12.6,7,6,12.6,3
1,1,1,1,0,0,22,6,5,13.3333333333333,6,4,11.4,2
1,1,0,1,0,0,18,7,6,10.6666666666666,7,6,12.8333333333333,2
4,0,1,0,0,0,27,5,2,11.5,5,1,11,1
12,0,0,1,0,0,29,7,1,10,7,0,0,1
8,1,0,1,0,0,18,6,5,11.8,6,5,12.2,3
8,0,0,1,0,0,18,6,5,11.8,6,6,12.6666666666666,3
8,0,0,1,0,0,18,8,8,12.77125,8,8,12.77125,3
8,1,0,1,0,0,20,5,3,11.3333333333333,5,5,12.6,2
8,1,0,1,0,0,18,6,6,12.6666666666666,6,5,14.6,3
1,0,0,0,0,0,18,6,5,12.2,6,4,10.8333333333333,2
4,0,0,0,0,0,28,5,1,12,4,0,0,1
1,1,0,1,0,1,18,8,7,11.7214285714285,8,7,11.7214285714285,3
12,0,0,1,0,0,27,7,4,14,7,3,12.525,2
12,0,0,1,0,0,26,7,7,14.75,7,5,13.8,2
1,1,0,1,0,0,18,6,6,12.6666666666666,6,6,13.6666666666666,3
1,0,0,1,0,0,18,5,4,13,5,5,14,1
1,0,0,1,0,0,21,5,0,0,5,0,0,1
1,1,0,1,0,0,18,6,4,10.75,6,0,0,2
12,0,0,0,0,0,32,5,0,0,5,0,0,1
12,0,0,1,0,0,28,5,4,12.5,5,4,11.75,3
12,0,0,0,0,0,40,4,0,0,5,0,0,1
9,0,1,0,0,0,39,5,0,0,4,0,0,1
9,0,1,0,0,0,39,6,0,0,6,0,0,1
12,0,0,1,0,0,50,6,6,12.5,6,5,12.4,3
8,1,0,1,0,0,23,6,5,12.8,6,3,11.6666666666666,1
12,0,0,1,0,0,48,6,1,10,6,1,11,1
8,1,0,1,0,0,23,6,4,11.25,6,5,10.2,1
1,1,0,1,0,1,18,8,7,12.61,8,7,12.61,3
8,0,0,1,0,0,18,5,2,12,5,5,12.6,3
6,1,0,0,0,0,20,6,5,13,6,6,13.5,3
9,1,0,1,0,1,18,5,4,12,5,5,13,3
1,1,0,1,0,0,18,7,4,12,8,0,0,1
14,0,0,1,1,0,31,5,1,12,5,1,11,1
12,1,0,1,1,0,24,5,1,12,5,3,10.5,2
12,1,0,1,1,0,24,0,0,0,0,0,0,3
12,0,1,0,1,0,26,5,0,0,5,0,0,1
1,1,1,1,1,0,18,6,5,13.625,6,4,11.75,1
8,0,0,1,1,1,19,5,3,11.6666666666666,5,3,11.6666666666666,2
8,1,0,1,1,0,22,6,0,0,6,0,0,1
1,1,0,1,1,0,18,8,7,11.69,8,7,11.69,3
15,0,1,0,1,0,20,6,0,0,6,0,0,1
15,0,0,1,1,0,25,0,0,0,0,0,0,3
14,1,0,1,1,0,24,5,4,11.5,5,5,11.2857142857142,3
12,1,0,1,1,0,27,5,1,14,5,0,0,1
8,0,0,1,1,0,21,6,5,11,6,5,12.4,3
15,1,0,1,1,0,21,6,6,12.8571428571428,6,6,13.1666666666666,3
9,1,0,1,1,0,19,6,4,12.5,6,6,11.3333333333333,1
12,0,0,1,1,0,28,7,7,14.5285714285714,8,8,15.0181818181818,3
1,0,0,1,1,0,20,5,5,10,5,2,12,2
15,0,0,1,1,1,21,6,6,13,6,6,12.625,3
1,0,0,1,1,1,18,7,7,15.9571428571428,8,8,15.1888888888888,3
8,1,0,1,1,1,18,5,5,13.2,5,5,12.6,2
1,0,0,1,1,0,20,5,4,10.2,5,3,11,2
12,0,0,1,1,0,25,5,5,14.2,5,2,13.5,2
1,0,1,1,1,0,22,6,6,12.625,6,2,14.5,2
1,0,0,1,1,0,18,8,6,13.4966666666666,8,6,13.4966666666666,2
8,1,0,1,1,0,19,5,5,13.25,5,5,11,3
1,1,0,1,1,0,19,5,3,12,5,3,12,1
12,1,1,0,1,0,25,6,4,13,6,4,13.75,1
14,0,1,1,1,0,21,11,9,11.7777777777777,8,3,13.6666666666666,1
8,1,0,1,1,0,19,5,2,11,6,0,0,1
8,0,0,1,1,0,20,5,0,0,5,0,0,1
15,0,0,1,1,0,25,14,14,12.4285714285714,9,6,10.8571428571428,1
8,1,0,1,1,0,20,5,3,11,5,3,12,2
1,1,0,1,1,0,18,0,0,0,0,0,0,3
15,1,1,1,1,0,23,6,3,11.5,6,3,10.6666666666666,2
13,1,0,1,1,0,23,8,8,12.5075,8,8,12.5075,3
17,0,0,1,1,0,21,12,11,12.090909090909,12,11,12,3
1,1,0,1,1,0,20,5,2,11,5,3,12.6666666666666,2
12,0,0,1,1,0,25,5,1,10,5,2,11.3333333333333,1
1,1,0,1,1,0,18,6,6,13.5,6,5,13.2,3
1,1,0,1,1,0,22,6,6,14.1666666666666,6,6,13.625,3
12,0,0,1,1,0,27,6,6,14,6,6,14.7142857142857,3
12,0,0,1,1,0,25,3,0,0,3,0,0,1
8,1,0,1,1,0,18,5,3,11.6666666666666,5,3,11.3333333333333,1
8,0,0,1,1,0,20,5,5,14.6,5,5,14.2,3
12,0,0,1,1,0,27,6,5,13,6,5,11.5,3
1,0,0,1,1,0,20,6,6,12.1666666666666,6,6,12,3
1,1,0,1,1,0,22,5,0,0,5,1,12,1
8,1,0,1,1,0,19,5,3,10.5,5,3,10.8,1
1,0,0,1,1,0,20,5,3,12.4,5,5,10.8333333333333,2
14,0,0,1,1,0,19,0,0,0,0,0,0,3
12,1,0,0,1,0,29,5,0,0,5,0,0,1
1,0,0,1,1,0,19,8,7,13.8285714285714,8,7,13.8285714285714,3
12,1,0,1,0,1,28,5,5,10.6,5,5,10.2,2
1,0,0,1,0,0,20,6,6,11.5,6,6,11.6666666666666,3
1,1,0,1,0,0,20,6,4,13.5,6,6,13.625,3
12,1,0,1,0,0,31,6,0,0,6,0,0,1
8,1,0,1,0,0,18,7,7,12.5375,8,7,12.6142857142857,3
8,1,0,1,0,0,19,6,6,14.8333333333333,6,6,13.2857142857142,2
1,1,0,1,0,0,18,5,4,12,5,4,12.8,3
8,0,0,1,0,0,19,6,5,11.8,6,5,11.6,3
1,0,0,1,0,1,18,5,5,15,5,5,15.2,3
8,0,0,1,0,0,19,5,3,12,5,5,13.2,3
8,1,0,1,0,1,18,6,6,12.8333333333333,6,6,12.2857142857142,3
1,1,0,1,0,0,19,6,6,11.6666666666666,6,3,12,3
1,0,0,1,0,0,19,7,7,12.1625,8,8,13.825,3
1,1,0,1,0,0,18,6,6,13.8333333333333,6,6,14.5555555555555,3
1,0,0,1,0,0,19,7,4,12.45,7,5,11.7,2
15,0,0,1,0,1,20,6,6,12.125,6,6,13.5714285714285,3
8,1,0,1,0,0,20,6,5,13.4,6,4,13,2
8,0,1,1,0,0,20,6,6,13.3333333333333,6,5,14,2
12,0,0,1,0,0,29,15,11,11.4545454545454,13,11,11.5454545454545,1
8,0,0,0,0,1,20,6,4,12,6,3,10,1
12,0,1,0,0,0,31,7,6,12.6666666666666,7,5,12.6,1
8,0,0,1,0,0,20,6,6,12.6666666666666,6,6,13.7777777777777,3
8,1,0,1,0,0,21,18,18,11.8888888888888,13,13,11.4615384615384,3
4,1,0,1,0,0,23,6,0,0,6,0,0,1
8,0,1,0,0,0,21,6,4,13,6,4,11.6,1
4,0,0,1,0,0,24,7,7,16.8857142857142,8,8,15.7444444444444,3
12,0,0,1,0,0,27,6,6,12.5,6,6,12.3333333333333,3
1,0,0,1,0,1,18,7,7,13.0555555555555,8,8,15.8125,3
1,1,0,0,0,0,21,0,0,0,0,0,0,1
8,1,1,1,0,1,19,5,0,0,5,0,0,1
1,1,0,1,0,1,19,8,7,12.3557142857142,8,7,12.3557142857142,3
8,0,0,1,0,0,18,6,0,0,6,0,0,1
14,1,0,1,0,1,18,7,5,11.98,7,5,11.98,2
1,1,1,1,0,1,20,7,7,13.8571428571428,7,7,12.5714285714285,3
1,1,0,1,0,0,24,6,5,13,6,6,14.1666666666666,3
1,1,0,1,0,0,20,6,6,12.8333333333333,6,6,11.1666666666666,3
8,0,0,1,0,0,20,5,4,11,5,5,13.2,2
1,1,0,1,0,1,19,8,7,12.3571428571428,8,7,12.3571428571428,3
1,1,0,1,0,1,18,8,7,13.8571428571428,8,7,13.8571428571428,3
8,1,0,1,0,1,20,6,6,12.3333333333333,6,6,10.6666666666666,3
8,1,0,1,0,0,20,7,7,12.8471428571428,8,8,13.7888888888888,3
8,1,0,1,0,1,19,7,6,12.3399999999999,8,8,13.01875,3
15,1,0,1,0,0,19,6,5,12.6666666666666,6,4,11.75,2
1,1,0,1,0,0,20,6,6,13.8333333333333,6,6,12.5,3
8,1,0,1,0,0,19,5,2,10.75,5,2,10,1
8,1,0,1,0,0,19,6,4,13.25,6,4,10.25,1
8,1,0,1,0,1,18,8,8,13.73125,8,8,13.73125,3
8,0,0,1,0,1,23,6,6,13.3333333333333,6,3,12.6666666666666,1
1,1,0,1,0,0,21,6,5,12,6,5,10.8,1
15,1,0,1,0,0,23,9,9,10.8888888888888,8,6,11.3333333333333,3
1,1,0,1,0,0,19,7,7,13.025,8,8,13.8111111111111,3
8,1,0,1,0,0,18,6,6,13,6,6,14.1666666666666,3
1,1,0,1,0,0,19,6,5,11.8,6,5,12,3
12,0,0,1,0,1,25,8,7,12.0428571428571,8,7,12.0428571428571,3
1,1,0,1,0,0,19,6,5,12.2,6,4,13,2
1,0,0,1,0,1,19,7,7,12.8375,8,8,15.5,3
12,0,1,1,0,1,24,7,7,11,8,7,11.7,3
1,1,0,1,0,1,18,6,6,13.5,6,5,14,3
8,1,0,1,0,1,19,6,6,12.125,6,6,12.7142857142857,3
1,0,0,1,0,1,18,8,7,12.6285714285714,8,7,12.6285714285714,3
12,0,0,1,0,0,27,5,3,10.6666666666666,5,4,11.4,2
8,0,0,1,0,0,19,6,5,11.2,6,5,11.6,3
9,0,0,1,0,1,18,6,6,12.6666666666666,6,6,11.8333333333333,1
12,0,1,0,0,0,34,6,4,13.5,6,0,0,1
1,0,0,1,0,0,18,5,3,11.6666666666666,5,2,11,2
1,1,0,1,0,0,18,5,2,10.5,5,3,12.3333333333333,2
1,1,0,1,0,0,18,8,8,14.26875,8,8,14.26875,2
1,1,1,0,0,0,20,6,0,0,6,0,0,1
1,1,0,1,0,1,19,5,2,10.5,5,3,13.3333333333333,2
1,0,0,1,0,0,21,6,5,11.2,6,1,10,2
12,0,0,1,0,0,26,5,5,12,5,5,14.8333333333333,3
14,0,0,1,0,0,27,7,7,12.2285714285714,8,8,13.2125,3
1,1,0,1,0,0,20,5,4,11.5,5,4,10.75,3
8,1,0,1,0,0,18,6,6,15.375,6,6,16.4285714285714,3
17,1,0,0,0,0,23,12,9,13.6666666666666,9,6,13.5,2
12,0,0,1,0,0,24,8,7,12.6142857142857,8,7,12.6142857142857,3
15,1,0,1,0,1,19,6,5,12.2,6,6,11.5,3
1,0,0,1,0,0,19,6,4,11.75,6,4,11,3
1,1,1,1,0,1,19,6,5,11.4,6,3,10,2
1,0,1,1,0,0,18,6,5,10.6,6,2,10,2
16,0,0,1,0,0,22,16,13,10.9230769230769,13,11,11.4545454545454,3
14,0,0,1,0,0,20,6,5,12.4,6,5,12.4,3
12,0,0,1,0,0,25,6,0,0,6,0,0,1
15,0,0,1,0,0,21,6,6,15.8333333333333,6,6,15.5,3
1,1,0,1,0,0,19,7,5,11.8,7,6,11.7083333333333,2
8,1,0,1,0,0,18,6,6,12.5714285714285,6,6,13.6666666666666,3
1,1,0,1,0,0,18,5,3,12,5,4,13.25,3
8,1,0,1,1,0,19,7,7,13.3625,8,8,14.4444444444444,3
1,1,0,1,0,1,19,5,5,15.4,5,5,16,3
8,1,1,0,0,0,18,6,5,12.2,6,4,11.75,1
16,1,0,1,0,1,20,11,11,12.8181818181818,11,11,13.5454545454545,3
8,1,0,1,0,0,19,7,0,0,8,0,0,1
13,1,0,1,0,0,28,17,17,13.3947368421052,17,17,13.5547368421052,3
1,1,0,1,0,1,20,6,6,14.25,6,6,11,3
13,1,0,1,0,0,30,11,9,13.4444444444444,7,7,14.7142857142857,1
1,1,0,1,0,1,19,7,7,12.2857142857142,8,8,11.7375,3
1,1,0,1,0,0,22,6,6,11.6666666666666,6,5,13.2,3
1,1,0,1,0,0,18,6,6,12.1666666666666,6,6,13.5,3
8,1,0,1,0,0,23,6,2,10,6,2,11,1
8,1,0,1,0,0,18,6,6,14,6,6,15,3
1,1,0,1,0,0,18,6,5,11.8333333333333,6,4,12,2
12,0,1,0,1,0,50,6,1,15,5,0,0,1
1,1,0,1,0,1,19,0,0,0,0,0,0,3
8,1,0,1,0,0,22,6,6,10.8333333333333,6,6,10.6666666666666,3
15,0,1,1,0,1,23,6,6,13.1428571428571,6,6,14,3
9,0,1,0,0,1,20,5,5,14.4,5,5,14,1
12,0,0,0,0,0,44,6,0,0,6,0,0,1
12,0,0,1,1,0,49,12,7,12,12,9,11.2222222222222,3
14,0,0,1,1,0,46,10,9,12.2,10,10,12.8,3
12,1,0,0,1,0,41,3,3,12.3333333333333,2,2,11,1
8,1,0,1,1,0,18,7,7,11.8375,8,8,12.48125,3
12,0,0,1,1,0,43,5,5,11.8,5,5,14,3
12,0,1,0,1,0,70,5,0,0,5,0,0,1
12,0,0,1,1,0,48,6,0,0,6,0,0,1
14,0,0,1,1,0,41,19,19,12.6842105263157,13,13,12.3846153846153,3
1,0,0,1,1,0,21,6,6,12.5714285714285,6,4,13,2
12,0,1,0,1,0,35,7,3,11.25,7,0,0,1
12,1,0,1,1,0,44,5,4,14,5,4,15.5,3
1,1,1,1,1,0,18,5,4,13.3333333333333,5,2,13.5,1
1,1,0,1,1,0,45,6,6,13.6666666666666,6,6,13.6666666666666,3
1,0,0,1,1,0,20,6,3,10,6,5,10.8,2
15,1,0,1,1,0,22,6,5,12.6,6,6,11.7142857142857,3
14,0,0,1,1,0,39,5,3,17.3333333333333,5,1,17,1
15,0,0,0,1,0,20,6,5,13.2,6,3,12,2
12,0,0,1,1,0,49,5,3,14,5,3,13.6666666666666,1
4,1,0,1,1,0,43,4,4,13.875,1,1,12.5,1
12,1,0,1,1,0,32,5,0,0,5,0,0,1
12,0,0,1,1,0,47,9,9,13.1111111111111,7,7,14.8571428571428,3
12,0,0,1,1,1,37,5,5,13,5,4,13.3333333333333,1
12,0,0,1,1,0,41,10,10,12.5,7,7,12.1428571428571,3
12,0,0,1,1,0,60,18,18,14.1111111111111,13,13,14.2307692307692,3
12,0,0,1,1,0,47,11,11,14.7272727272727,9,9,15.7777777777777,3
12,0,1,0,1,0,50,6,0,0,5,0,0,1
12,1,0,1,1,0,45,5,0,0,5,0,0,1
12,0,1,0,1,0,45,5,0,0,5,0,0,1
12,0,0,1,1,0,33,5,4,13.5,5,5,11.6,3
1,0,0,1,1,0,18,8,7,13.1057142857142,8,7,13.1057142857142,3
12,0,0,1,1,0,43,5,5,13.5,5,5,14.4,3
14,0,0,1,1,0,44,13,13,11.8461538461538,11,11,12,3
12,0,0,1,1,0,29,5,0,0,5,0,0,1
12,0,1,0,1,0,53,6,3,14.3333333333333,6,0,0,1
13,0,0,1,1,0,37,5,5,15.8,5,5,17.6,2
14,1,0,1,1,0,18,6,5,13.8,6,5,12.4,2
14,0,1,1,1,0,35,10,6,12.6666666666666,9,3,12,1
1,0,0,1,1,0,23,6,6,13,6,6,12,2
1,1,0,1,1,0,22,0,0,0,0,0,0,3
12,0,0,0,1,0,33,6,1,11,6,0,0,1
4,0,0,0,1,0,41,5,0,0,5,0,0,1
4,0,0,1,1,0,51,7,7,15.2,8,8,16.575,3
16,0,0,1,1,0,19,6,6,14.4285714285714,7,7,14.375,3
12,0,0,1,1,0,35,5,0,0,5,0,0,1
1,1,0,1,1,0,20,0,0,0,0,0,0,3
14,1,0,1,1,0,18,6,4,13.75,6,5,11.2,2
1,0,1,0,1,1,18,6,5,12.1666666666666,6,3,12,1
15,0,0,1,1,0,21,6,5,12.1428571428571,6,5,11.6666666666666,3
1,1,0,1,1,0,21,6,6,12,6,5,11.6,3
12,0,0,1,1,0,34,5,3,11.6666666666666,5,4,12.75,3
12,1,0,1,1,0,34,6,0,0,6,0,0,1
8,1,0,1,1,0,21,6,6,11.875,6,5,12,3
14,0,0,1,1,0,32,11,7,11.2857142857142,7,6,12.3333333333333,2
8,1,0,1,1,0,30,6,2,10,6,3,11.3333333333333,1
1,1,1,1,1,0,19,12,11,12,11,10,11.1818181818181,2
16,1,0,1,1,0,20,7,6,13.8333333333333,6,5,13,1
1,1,0,1,1,0,18,6,0,0,6,0,0,1
1,0,0,1,1,0,19,6,6,14.4285714285714,6,6,12.5,3
8,1,0,1,1,0,18,7,5,14.2,7,6,12.4,1
12,0,0,1,1,0,27,5,4,11.5,5,3,10.3333333333333,1
12,1,0,1,1,0,52,6,5,13,6,6,15,3
14,1,0,0,1,0,29,6,0,0,6,0,0,1
16,1,1,0,1,0,22,6,3,11.3333333333333,6,2,11,1
14,1,0,1,1,0,28,18,18,12.5,13,12,11.4285714285714,3
12,1,0,1,1,0,30,5,0,0,5,0,0,1
1,1,0,1,0,0,18,7,7,13.4714285714285,8,8,13.9444444444444,3
1,1,0,1,0,0,21,5,4,11.75,5,3,13.3333333333333,3
1,1,1,1,0,1,20,6,6,13.3333333333333,6,6,14.6666666666666,3
13,1,0,1,0,1,21,8,8,13.105,8,8,13.105,3
12,0,1,0,0,0,32,5,0,0,5,0,0,1
1,1,0,1,1,1,20,6,6,15.5,6,6,12.1666666666666,3
1,1,1,0,1,0,19,0,0,0,0,0,0,1
6,0,1,0,1,0,18,6,4,11.25,6,3,12.3333333333333,1
14,1,0,0,1,0,23,15,12,11,14,11,11.3636363636363,1
1,1,0,1,1,0,20,6,6,12.3333333333333,6,4,13,3
14,1,0,1,0,0,46,9,8,11.375,5,5,11.8,3
8,0,0,1,1,0,27,18,18,12.2222222222222,12,12,12.3846153846153,3
3,1,0,1,1,0,20,0,0,0,0,0,0,2
14,1,0,1,1,0,41,9,9,12,7,6,12,3
6,0,1,1,1,0,40,5,1,11,5,1,10,2
15,0,0,1,1,0,37,16,16,14.125,11,10,13,3
1,0,0,1,1,0,20,5,5,10.2,5,5,11.2,2
15,1,0,1,0,0,20,5,4,12,5,4,12.4,2
4,0,0,1,0,0,26,9,9,12.3333333333333,7,7,12.5714285714285,3
12,0,0,1,1,0,54,9,9,14.3333333333333,7,7,13.8571428571428,3
8,1,0,1,1,0,21,6,6,15.1666666666666,6,6,14,3
1,1,0,1,0,1,20,6,6,15.1428571428571,6,6,15.1428571428571,3
8,1,0,1,0,0,18,6,0,0,6,0,0,1
1,1,0,1,0,0,19,7,6,13.4114285714285,8,7,13.2944444444444,2
1,1,0,1,0,0,18,6,6,12.3333333333333,6,6,12.1666666666666,3
1,1,0,1,0,0,19,6,4,11.8,6,4,12.2,2
15,1,1,1,0,0,22,6,6,12,6,3,12,1
14,0,0,1,0,0,19,6,6,15,6,6,15.625,3
1,1,0,1,0,0,21,12,8,13.875,11,9,12.7,1
8,0,0,1,0,0,20,7,6,11.8333333333333,7,6,14.3333333333333,2
8,1,0,1,0,1,18,6,6,12.5,6,6,13.8333333333333,3
8,1,0,1,0,1,18,6,6,15,6,6,15.5,3
8,1,1,1,0,0,20,6,2,11.6666666666666,6,4,10.5,1
1,0,0,1,0,1,18,7,7,14.668,8,8,14.63375,3
1,1,0,1,0,0,18,8,6,13.345,8,6,13.345,2
1,1,0,1,0,1,20,6,5,12.8,6,6,12.3333333333333,3
1,1,0,1,0,0,19,6,6,10.8333333333333,6,6,12.1428571428571,3
1,1,0,1,0,0,18,6,6,13.6666666666666,6,5,14,3
1,0,0,1,0,0,18,8,7,14.5371428571428,8,7,14.5371428571428,3
3,0,1,1,0,1,18,5,5,14.4,5,5,14,1
8,1,0,1,0,1,20,0,0,0,0,0,0,3
8,0,0,1,0,1,19,6,6,13.1666666666666,6,6,13.8333333333333,3
12,0,0,0,1,0,36,6,2,11.5,7,0,0,1
8,0,0,1,0,1,19,6,6,11.3333333333333,6,6,12.4285714285714,3
8,1,0,1,0,0,18,6,6,12,6,5,13.6,3
1,0,0,1,0,1,18,6,6,13.1666666666666,6,6,12.1666666666666,3
1,1,0,1,0,1,18,6,6,14.8333333333333,6,6,14.1666666666666,3
15,1,0,1,0,0,19,7,7,13,9,9,13.2222222222222,3
9,1,0,1,0,0,18,7,7,13.0871428571428,8,8,12.95,3
1,1,0,1,0,1,19,6,6,13.3333333333333,6,6,13.6666666666666,3
1,1,0,1,0,0,18,6,6,12.1666666666666,6,4,12.75,2
17,1,0,0,0,1,22,6,6,11,6,4,12,2
1,1,1,0,0,0,18,6,0,0,6,0,0,1
8,1,0,1,0,0,19,5,5,13.6,5,5,12.2,3
1,1,0,1,0,0,18,6,6,15.5,6,6,14,3
1,0,0,1,0,0,19,7,7,13.8571428571428,7,7,14.2857142857142,3
8,1,1,1,0,0,20,5,2,11.5,5,3,10,2
8,1,0,1,0,1,18,6,6,13,6,6,12.1666666666666,3
1,0,1,0,0,0,23,6,6,14,6,4,13,2
1,1,0,1,0,0,20,4,0,0,6,0,0,1
1,1,0,1,0,0,20,6,6,11.1666666666666,6,6,11.5,2
1,1,1,0,0,1,22,6,0,0,6,0,0,1
8,1,0,1,0,1,18,7,7,12.1428571428571,7,6,13.6666666666666,3
8,0,0,1,0,1,18,7,7,14.1457142857142,8,8,13.6277777777777,3
1,0,0,1,0,0,18,7,7,14.45,8,8,14.1444444444444,3
1,0,0,1,0,0,18,7,7,15.7142857142857,7,7,15,3
16,0,0,1,0,0,21,5,5,12.8,5,3,12.6666666666666,2
8,0,0,1,0,0,20,6,6,12.5,6,6,11.5,2
